City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
217,Gunjur,GM,2022-05-02 09:02:58,13.2019,-16.7339,71.67,78,100,13.42
218,Pangkalanbuun,ID,2022-05-02 09:02:59,-2.6833,111.6167,83.91,83,98,2.48
219,Padang,ID,2022-05-02 09:03:00,-0.9492,100.3543,84.25,77,91,2.51
220,Alofi,NU,2022-05-02 09:03:00,-19.0595,-169.9187,81.14,80,100,17.36
221,Dungarpur,IN,2022-05-02 09:03:01,23.8333,73.7167,105.57,12,27,17.2
222,Saint-Augustin,CA,2022-05-02 09:03:02,51.226,-58.6502,32.61,94,100,16.51
223,Sassandra,CI,2022-05-02 09:03:02,4.95,-6.0833,83.66,76,33,4.36
224,Sinnai,IT,2022-05-02 09:03:03,39.3042,9.2036,64.47,54,0,5.75
225,Muncar,ID,2022-05-02 09:03:04,-8.4333,114.3333,84.6,77,85,7.7
226,Vao,NC,2022-05-02 09:03:04,-22.6667,167.4833,75.54,87,39,14.16
227,Sahuaripa,MX,2022-05-02 09:01:43,29.05,-109.2333,64.49,36,0,6.08
228,Wukari,NG,2022-05-02 09:04:05,7.85,9.7833,87.87,58,100,9.98
229,Viedma,AR,2022-05-02 09:04:06,-40.8135,-62.9967,46.35,86,100,7.94
230,Svobodnyy,RU,2022-05-02 09:04:07,51.4,128.1333,45.91,78,100,12.86
231,Korla,CN,2022-05-02 09:04:08,41.7597,86.1469,78.84,12,0,21.07
232,Krasnoselkup,RU,2022-05-02 09:04:08,65.7,82.4667,32.13,100,59,3.96
233,Sosua,DO,2022-05-02 09:04:09,19.7667,-70.5167,69.22,82,100,3.24
234,Guerrero Negro,MX,2022-05-02 09:04:10,27.9769,-114.0611,57.42,89,7,10.27
235,Liverpool,GB,2022-05-02 09:00:04,53.4106,-2.9779,56.28,90,75,5.75
236,Chokwe,MZ,2022-05-02 09:04:11,-24.5333,32.9833,77.88,53,9,9.95
237,Luebo,CD,2022-05-02 09:04:12,-5.35,21.4167,82.71,59,89,4.32
238,Flinders,AU,2022-05-02 09:04:12,-34.5833,150.8552,66.38,80,30,7.09
239,Kahului,US,2022-05-02 09:04:13,20.8947,-156.47,74.84,87,80,11.01
240,Lahij,YE,2022-05-02 09:04:14,13.1667,44.5833,95.49,29,42,10.69
241,Yulara,AU,2022-05-02 09:04:14,-25.2406,130.9889,67.5,42,100,3.31
242,Kribi,CM,2022-05-02 08:59:43,2.95,9.9167,81.77,75,100,5.1
243,Katherine,AU,2022-05-02 09:04:15,-14.4667,132.2667,91.72,25,48,9.22
244,Kirpilskaya,RU,2022-05-02 09:04:16,45.377,39.6931,47.62,93,100,12.71
245,Boguchany,RU,2022-05-02 09:04:17,58.3814,97.4531,38.8,85,100,14.29
246,Kargasok,RU,2022-05-02 09:04:18,59.0556,80.8572,41.47,63,100,10.89
247,Bambous Virieux,MU,2022-05-02 09:04:18,-20.3428,57.7575,85.21,74,40,8.05
248,Basco,PH,2022-05-02 09:04:19,20.4487,121.9702,77.16,87,100,20.33
249,Cidreira,BR,2022-05-02 09:04:20,-30.1811,-50.2056,62.22,74,55,8.34
250,Narnaul,IN,2022-05-02 09:04:21,28.0444,76.1083,111.74,7,2,18.16
251,Agua Dulce,MX,2022-05-02 09:04:21,18.1333,-94.1333,77.63,90,82,4.65
252,Leopoldshohe,DE,2022-05-02 09:04:22,52.0125,8.6983,56.53,62,100,5.5
253,North Platte,US,2022-05-02 09:04:23,41.1239,-100.7654,45.12,92,100,18.99
254,Bethel,US,2022-05-02 09:04:23,41.3712,-73.414,52.66,86,100,3.15
255,Kushmurun,KZ,2022-05-02 09:04:24,52.4503,64.6311,52.95,31,44,14.23
256,Mumford,GH,2022-05-02 09:04:25,5.2618,-0.759,83.88,75,84,11.21
257,Nguru,NG,2022-05-02 09:04:26,12.8791,10.4526,98.67,15,14,15.75
258,Ust-Maya,RU,2022-05-02 09:04:26,60.4167,134.5333,44.53,70,78,9.24
259,Pangody,RU,2022-05-02 09:04:27,65.85,74.4859,28.63,77,100,4.88
260,Tuatapere,NZ,2022-05-02 09:04:28,-46.1333,167.6833,52.0,87,72,5.23
261,Laela,TZ,2022-05-02 09:04:29,-8.5667,32.05,66.92,75,88,5.48
262,Hit,IQ,2022-05-02 09:04:29,33.6416,42.8251,84.06,29,0,16.71
263,Yaan,NG,2022-05-02 09:04:30,7.3833,8.5667,83.73,65,78,10.36
264,Quelimane,MZ,2022-05-02 09:01:18,-17.8786,36.8883,74.84,86,57,7.83
265,Mattersburg,AT,2022-05-02 09:04:31,47.7333,16.4,64.38,68,100,6.44
266,Aasiaat,GL,2022-05-02 09:04:32,68.7098,-52.8699,8.82,97,100,3.53
267,Aviles,ES,2022-05-02 09:04:33,43.5547,-5.9248,59.38,87,75,3.44
268,Pangnirtung,CA,2022-05-02 09:04:33,66.1451,-65.7125,21.56,95,100,4.88
269,Mahebourg,MU,2022-05-02 09:04:34,-20.4081,57.7,85.24,74,40,8.05
270,Myitkyina,MM,2022-05-02 09:04:35,25.3833,97.4,94.42,32,93,4.38
271,Amnat Charoen,TH,2022-05-02 09:04:35,15.9167,104.75,67.06,77,100,21.0
272,Marsh Harbour,BS,2022-05-02 09:04:36,26.5412,-77.0636,75.18,68,55,14.54
273,Mahdalynivka,UA,2022-05-02 09:04:37,48.921,34.9156,58.86,47,63,3.22
274,Mayor Pablo Lagerenza,PY,2022-05-02 09:04:37,-19.9309,-60.7718,60.93,92,74,4.23
275,Zhigansk,RU,2022-05-02 09:05:38,66.7697,123.3711,25.25,76,100,17.81
276,Coahuayana,MX,2022-05-02 09:05:39,18.7333,-103.6833,67.86,62,74,4.12
277,Xuddur,SO,2022-05-02 09:05:40,4.1213,43.8894,87.48,48,65,17.96
278,Ibiapina,BR,2022-05-02 09:05:40,-3.9233,-40.8894,64.02,93,37,3.47
279,Aklavik,CA,2022-05-02 09:05:41,68.2191,-135.0107,30.87,95,100,7.87
280,Izhma,RU,2022-05-02 09:05:42,65.0083,53.9113,33.19,65,97,9.22
281,Clyde River,CA,2022-05-02 09:05:43,70.4692,-68.5914,8.83,85,100,10.36
282,Tilichiki,RU,2022-05-02 09:05:44,60.4667,166.1,19.67,93,33,2.68
283,Fairbanks,US,2022-05-02 09:05:45,64.8378,-147.7164,40.6,60,100,3.85
284,Petropavlovka,RU,2022-05-02 09:05:45,50.6114,105.3196,81.18,10,70,10.27
285,Huarmey,PE,2022-05-02 09:05:46,-10.0681,-78.1522,65.01,86,91,4.36
286,Mao,ES,2022-05-02 09:04:32,39.8885,4.2658,64.96,68,20,5.75
287,Mananjary,MG,2022-05-02 09:05:47,-21.2167,48.3333,79.99,65,21,8.34
288,Boulder,US,2022-05-02 09:05:48,40.0833,-105.3505,37.74,92,100,13.8
289,Cortez,US,2022-05-02 09:05:48,37.3489,-108.5859,43.03,70,0,4.61
290,Gornyy,RU,2022-05-02 09:05:49,55.1153,83.9059,58.55,50,72,19.69
291,Viseu,PT,2022-05-02 09:05:50,40.661,-7.9097,53.73,63,90,1.36
292,Kerman,IR,2022-05-02 09:05:51,30.2832,57.0788,76.86,16,0,6.91
293,Kaitangata,NZ,2022-05-02 09:05:51,-46.2817,169.8464,53.33,79,60,3.49
294,Norman Wells,CA,2022-05-02 09:01:19,65.282,-126.8329,38.28,87,24,12.53
295,Bunia,CD,2022-05-02 09:05:52,1.5667,30.25,70.81,77,99,5.84
